,ggroup,conm,tic,2020 Return,beta,alpha,2021 Return
179,4010,MERIDIAN CORP,MRBK,0.058457200632036604,0.3587116009356442,0.08695404174797924,0.888314446669679
180,4010,MIDLAND STATES BANCORP,MSBI,-0.3419723477759772,1.0315043234487518,-0.23011184860296627,0.45646913886970114
181,4010,MID-SOUTHERN BANCORP INC,MSVB,0.08139621828257838,0.3520061422606429,0.10906220682625986,0.06238795916081566
182,4010,MVB FINANCIAL CORP,MVBF,-0.034201435049301274,0.924236579424793,0.06436785089541525,0.9297568602517942
183,4010,FIRST WSTRN FINNCIL INC,MYFW,0.16349584125416,0.40606957370839025,0.1978606617884238,0.5290519223633312
184,4010,NORTHEAST BANK,NBN,0.025841043388903383,0.9497384018468293,0.12757018099830747,0.5831520328432875
185,4010,N B T BANCORP INC,NBTB,-0.18481711426708497,0.8334644912778559,-0.09749511602955659,0.24686798198022364
186,4010,NICOLET BANKSHARES INC,NCBS,-0.09752446268129022,0.8226164579284531,-0.011546610586355824,0.2540388184310428
187,4010,NORTHFIELD BANCORP INC,NFBK,-0.23726854605301306,0.8381335303005243,-0.14936802168177904,0.37062997288661526
188,4010,NATIONAL BANKSHARES INC VA,NKSH,-0.24906825645676256,0.933893835447221,-0.14930236989214626,0.2023191359806705
189,4010,NMI HOLDINGS INC,NMIH,-0.2981097211890176,1.111326831869111,-0.1763586627478323,-0.006363608620383523
190,4010,NORTHRIM BANCORP INC,NRIM,-0.06443083675607514,1.086985695354261,0.05430418700868744,0.3505599540791781
191,4010,NORTHWEST BANCSHARES INC,NWBI,-0.17333649302213897,0.8120855256945563,-0.08866349605478306,0.18435182233976327
192,4010,NORWOOD FINANCIAL CORP,NWFL,-0.3052794844267212,0.8858533393279284,-0.21146614662990554,0.04890843637800256
193,4010,ORIGIN BANCORP,OBNK,-0.24098026981514323,0.8805855096661878,-0.1478196524416161,0.5761067621181766
194,4010,OCEANFIRST FINANCIAL CORP,OCFC,-0.23143777130239868,0.9076896840633307,-0.1349187598042702,0.23537978648067265
195,4010,OCONEE FEDERAL FINANCIAL CP,OFED,-0.046952451930591665,0.20650711127216964,-0.03731479672210252,-0.06679021230040481
196,4010,OLD NATIONAL BANCORP,ONB,-0.06276392148966321,0.8802722018027082,0.03035787487893367,0.13449625147303665
197,4010,OP BANCORP,OPBK,-0.2172901376677817,0.5935414270411804,-0.1596962616553575,0.7802510961744855
198,4010,OPTIMUMBANK HOLDINGS INC,OPHC,0.12709025913388353,0.054554415053205435,0.11789992737912112,0.14327485339349103
199,4010,OLD POINT FINANCIAL CORP,OPOF,-0.2914963685900919,0.44958130813176694,-0.251740144093563,0.23047896290991218
200,4010,ORRSTOWN FINANCIAL SVCS INC,ORRF,-0.21957618332427106,0.980634711965173,-0.11401877982294428,0.5922751251094389
201,4010,OLD SECOND BANCORP INC/IL,OSBC,-0.2481191880676745,1.0429914763603239,-0.1348353514307972,0.2698574626817615
202,4010,OHIO VALLEY BANC CORP,OVBC,-0.3854101138830725,0.9247654758042884,-0.28677529402954205,0.2951036322062827
203,4010,OAK VALLEY BANCORP,OVLY,-0.12306444660707806,0.789990050955792,-0.041129231335473276,0.07688541346163921
204,4010,BANK OZK,OZK,0.06563649604785472,1.051513412970529,0.1799762594000263,0.5134639587396359
205,4010,PACWEST BANCORP,PACW,-0.29935976178264867,1.336065762276822,-0.14976200001114506,0.8056257398533044
206,4010,PEOPLE'S UNITED FINL INC,PBCT,-0.18236725702794018,1.0593788005637703,-0.06705291791139342,0.4385958901747084
207,4010,PIONEER BANCORP INC,PBFS,-0.3064304558025138,0.7513734390284709,-0.2292801050579908,0.0931134819665374
208,4010,PATHFINDER BANCORP INC,PBHC,-0.16204148623826178,0.17256098214280544,-0.1566099905294338,0.5193895603886932
209,4010,PRUDENTIAL BANCORP INC,PBIP,-0.2119172603023492,0.9550616106298109,-0.10952854041462727,0.09184345743427735
210,4010,PCB BANCORP,PCB,-0.3871749152483703,0.9442630077705675,-0.28612421672462723,1.21313138119647
211,4010,PCSB FINANCIAL CORP,PCSB,-0.2024648778550026,0.7511836533932204,-0.12533804285949368,0.2012065434616616
212,4010,PDL COMMUNITY BANCORP,PDLB,-0.2850339887584503,0.762004873919003,-0.20656632991410157,0.446640366489882
213,4010,PEOPLES BANCORP NC INC,PEBK,-0.26564422391643483,0.9557456603725883,-0.16317074554821404,0.3074413339148158
214,4010,PEOPLES BANCORP INC/OH,PEBO,-0.17322851524296448,1.009025922570388,-0.06415324495515023,0.21947702302209712
215,4010,PREFERRED BANK LOS ANGELES,PFBC,-0.13406507199219286,1.0789878198594947,-0.01632104015647229,0.4887297091851802
216,4010,PREMIER FINANCIAL CORP,PFC,-0.24167082439362378,1.136368163127217,-0.11681697231861785,0.4056428235399733
217,4010,PROFESSIONAL HOLDING CORP,PFHD,-0.18143236111846112,0.44129585490979484,-0.142702761414579,0.265440203086258
218,4010,PEOPLES FINANCIAL SERVICES,PFIS,-0.23920840230774504,0.9662707493897168,-0.13543079282679954,0.4771699571594426
